HIP,RAJ2000,DEJ2000,Dist,Teff,mag,Lum,Mass,Rad,CHZ,OHZ,plx
83942,17 09 27.1636,+22 05 31.0269,59.0,6229,7.1495,4.5,1.3,1.8,1.5,2.1,16.98
83944,17 09 30.3061,-61 05 22.1889,87.0,6296,12.5298,0.0716,1.3,0.23,0.18,0.3,11.54
83946,17 09 32.9324,+30 42 20.2376,108.0,7154,8.2366,4.7,1.6,1.4,1.4,2.0,9.29
83948,17 09 33.7946,+03 55 56.7897,122.0,5271,8.0946,9.8,0.87,3.8,2.4,3.0,8.23
83950,17 09 35.6838,+38 17 36.2580,84.0,6319,7.4719,6.3,1.3,2.1,1.7,2.4,11.96
83951,17 09 37.7687,+23 34 40.2642,99.0,6281,7.9967,5.17,1.3,1.9,1.6,2.2,10.11
83952,17 09 39.2178,-71 40 47.4643,200.0,6587,8.1131,20.7,1.4,3.5,3.0,4.0,4.9
83953,17 09 41.1239,+10 02 20.4609,60.0,6083,7.1238,4.8,1.2,2.0,1.5,2.2,16.78
83954,17 09 42.6404,+30 21 14.6882,330.0,6142,8.468,35.0,1.24,5.2,4.0,6.0,3.04
83955,17 09 42.7043,+30 20 50.4290,64.0,6559,9.7417,0.45,1.4,0.521,0.4,0.6,15.56
83959,17 09 43.6225,-40 13 18.7141,290.0,6967,8.155,40.0,1.5,4.3,4.0,6.0,3.44
83962,17 09 47.9178,-10 31 22.9344,41.3,6356,5.5324,9.09,1.4,2.5,2.1,3.0,24.2
83964,17 09 48.2641,-52 39 48.1202,89.0,5807,9.333,1.5,1.06,1.19,0.9,1.2,11.2
83966,17 09 48.5005,-70 20 57.5816,108.0,6607,8.1498,5.6,1.4,1.8,1.6,2.2,9.27
83968,17 09 50.4044,+38 48 39.1415,84.0,5205,9.8527,0.86,0.85,1.14,0.7,1.0,11.94
83969,17 09 50.4209,-21 47 31.7876,107.0,4579,9.3816,3.3,0.69,2.9,1.5,2.1,9.35
83970,17 09 50.4277,-45 38 12.2329,68.0,6409,8.258,2.1,1.4,1.18,0.98,1.4,14.78
83971,17 09 50.6752,+33 46 43.2432,316.0,7093,8.7372,26.0,1.6,3.4,3.0,5.0,3.16
83974,17 09 56.5455,+22 09 12.8602,160.0,5993,10.4457,1.6,1.15,1.17,0.9,1.3,6.19
83977,17 10 00.0597,-08 31 27.3305,78.0,5423,8.9941,1.7,0.914,1.5,0.98,1.4,12.74
83978,17 10 00.7295,-18 00 55.5800,130.0,5532,9.0716,4.5,0.95,2.3,1.6,2.2,7.56
83983,17 10 04.8789,-56 26 56.2841,65.0,5771,8.349,1.9,1.0,1.4,1.0,1.4,15.44
83985,17 10 08.2897,-29 58 23.4045,66.0,5582,9.6386,0.63,0.97,0.85,0.6,0.8,15.16
83986,17 10 08.3343,+05 23 22.1902,130.0,5956,8.1958,9.0,1.13,2.8,2.1,3.0,7.56
83988,17 10 10.4245,+54 29 40.7194,20.0,4610,9.0676,0.15,0.7,0.614,0.3,0.5,50.35
83991,17 10 10.3536,-00 45 36.6066,190.0,6612,7.6572,25.0,1.4,3.8,3.0,5.0,5.32
83992,17 10 11.0662,-40 26 28.7773,130.0,6010,9.6147,2.5,1.16,1.5,1.1,1.6,7.41
83993,17 10 11.5447,+45 01 35.6491,280.0,6186,8.9838,17.0,1.3,3.6,3.0,4.0,3.59
83995,17 10 11.9880,+41 39 13.5218,46.0,4672,10.6094,0.19,0.712,0.66,0.4,0.5,21.62
83996,17 10 12.2671,+54 29 25.4096,20.0,4412,9.4661,0.121,0.65,0.6,0.3,0.4,49.46
83997,17 10 13.3865,-13 51 38.8038,100.0,6010,9.1989,2.2,1.16,1.4,1.0,1.5,9.61
84001,17 10 16.3493,-75 22 35.7500,81.1,6974,7.4012,6.07,1.5,1.7,1.6,2.3,12.33
84007,17 10 20.2956,-23 42 20.4441,120.0,5718,10.5302,0.86,1.0,0.95,0.7,0.95,8.32
84009,17 10 20.7318,+46 54 02.7416,140.0,6270,9.7309,2.5,1.3,1.3,1.1,1.5,6.93
84011,17 10 21.4215,-73 35 00.0662,240.0,7084,9.1515,10.5,1.6,2.16,2.1,3.0,4.18
84017,17 10 28.5396,-58 00 17.1120,150.0,6966,8.8846,5.21,1.5,1.6,1.5,2.1,6.75
84019,17 10 30.0568,-22 41 19.3912,130.0,5709,10.1322,1.6,1.0,1.3,0.9,1.3,7.48
84020,17 10 30.6070,+21 12 55.9767,130.0,6577,7.674,12.2,1.4,2.7,2.3,3.0,7.71
84022,17 10 32.0861,+39 51 06.6871,70.9,6122,7.6419,3.7,1.23,1.7,1.3,1.9,14.1
84026,17 10 36.7043,-10 52 37.0204,110.0,6055,8.859,3.15,1.19,1.6,1.2,1.8,9.12
84029,17 10 39.2784,-48 25 19.5775,140.0,5192,10.1487,1.8,0.84,1.7,1.1,1.5,7.31
84032,17 10 42.2695,+13 24 42.4909,160.0,6281,8.7524,7.0,1.3,2.24,1.8,3.0,6.44
84037,17 10 45.7359,-16 21 18.2664,216.0,5539,9.7653,6.16,0.95,2.7,1.9,3.0,4.63
84043,17 10 54.4347,+35 31 12.1970,140.0,5770,9.5252,2.8,1.0,1.7,1.2,1.7,7.4
84044,17 10 54.4802,+51 19 02.3034,200.0,7032,8.8816,9.9,1.6,2.12,2.0,3.0,4.9
84046,17 10 56.6853,-05 31 44.5841,521.0,6240,9.1274,56.0,1.3,6.4,5.0,7.0,1.92
84048,17 10 57.2114,+14 55 14.3961,85.0,6671,8.4992,2.6,1.4,1.21,1.1,1.5,11.7
84053,17 11 01.4103,-72 51 10.7093,130.0,6488,7.9031,9.8,1.4,2.5,2.1,3.0,7.92
84055,17 11 03.4408,-31 34 58.1429,119.0,6004,9.3977,2.4,1.16,1.4,1.1,1.5,8.41
84058,17 11 06.1740,-15 13 04.8545,150.0,6552,9.2354,4.4,1.4,1.6,1.4,2.0,6.47
84060,17 11 07.5087,+10 55 38.2581,190.0,6934,9.0902,6.6,1.5,1.8,1.7,2.4,5.37
84061,17 11 07.9120,+28 42 29.0514,200.0,6393,10.2599,2.9,1.4,1.4,1.2,1.6,4.95
84062,17 11 08.4261,+56 39 33.7305,29.0,5327,7.1209,1.17,0.88,1.3,0.8,1.2,35.08
84065,17 11 10.8381,-47 49 54.0785,111.0,6181,9.1358,2.6,1.3,1.4,1.1,1.6,8.99
84067,17 11 11.5866,-51 56 13.3196,140.0,6264,8.3569,8.4,1.3,2.5,2.0,3.0,7.05
84068,17 11 12.0960,+30 57 22.2052,80.0,6560,8.2025,3.0,1.4,1.3,1.2,1.6,12.53
84069,17 11 15.6294,-56 40 50.3809,64.0,5562,7.3751,4.8,0.96,2.4,1.6,2.3,15.57
84070,17 11 16.9291,+24 15 08.4414,77.0,6748,7.0337,8.12,1.5,2.09,1.9,3.0,12.92
84074,17 11 18.9853,+37 16 07.2420,230.0,6272,9.7192,5.9,1.3,2.07,1.7,2.4,4.39
84076,17 11 20.9353,-25 01 53.4180,130.0,5918,8.4044,7.3,1.12,2.6,1.9,3.0,7.42
84077,17 11 21.3613,-57 06 02.0982,160.0,5299,9.2331,6.3,0.88,3.0,1.9,3.0,6.16
84079,17 11 22.2746,-57 57 20.1371,130.0,6873,8.9757,3.7,1.5,1.4,1.3,1.8,7.75
84080,17 11 22.2997,-28 49 59.9226,190.0,6333,10.0707,2.9,1.4,1.4,1.2,1.7,5.28
84081,17 11 22.3437,+57 53 16.8881,200.0,6058,9.7945,4.5,1.19,1.9,1.5,2.1,5.04
84082,17 11 22.6197,+04 41 24.9891,43.0,6128,6.8961,3.0,1.23,1.5,1.2,1.7,23.31
84084,17 11 24.6070,-38 24 34.5246,83.0,6113,12.6132,0.078,1.22,0.25,0.19,0.3,12.05
84085,17 11 25.2568,-52 28 11.3008,312.0,6421,8.8283,25.0,1.4,4.0,3.0,5.0,3.2
84088,17 11 27.1054,+70 20 05.8378,415.0,6600,10.3819,10.0,1.4,2.4,2.1,3.0,2.41
84092,17 11 29.5786,-16 29 30.7909,121.0,7117,7.5857,11.3,1.6,2.22,2.2,3.0,8.29
84098,17 11 33.7774,-08 48 55.4934,71.7,5646,9.5431,0.84,0.99,0.96,0.7,0.9,13.94
84100,17 11 34.8529,+39 15 31.3512,118.0,6347,8.3815,5.24,1.4,1.9,1.6,2.2,8.51
84107,17 11 40.2591,+61 48 34.7135,150.0,7087,8.1861,10.0,1.6,2.13,2.1,3.0,6.47
84109,17 11 40.7863,+23 51 13.0534,813.0,6777,9.8397,64.0,1.5,5.8,5.0,7.0,1.23
84110,17 11 43.3503,-04 38 26.1925,190.0,5935,7.826,28.0,1.13,5.0,4.0,5.0,5.15
84117,17 11 49.8737,-41 59 52.6388,119.0,6386,9.0422,3.0,1.4,1.4,1.2,1.7,8.39
84120,17 11 50.8992,+05 54 07.9403,222.0,6699,8.7605,14.0,1.4,2.7,2.4,3.0,4.5
84121,17 11 51.2942,-45 52 26.7448,34.0,5808,7.661,1.06,1.06,1.0,0.7,1.0,29.3
84122,17 11 51.7571,-00 59 03.1739,70.9,6064,8.1915,2.3,1.19,1.4,1.1,1.5,14.11
84124,17 11 53.6640,-36 02 50.7700,230.0,5708,10.0909,4.9,1.0,2.3,1.6,2.3,4.44
84125,17 11 53.5898,+10 57 34.5583,280.0,6209,9.5616,10.7,1.3,2.8,2.3,3.0,3.56
84126,17 11 54.1900,-30 25 58.3897,140.0,5700,9.0318,4.7,1.0,2.23,1.6,2.2,7.15
84128,17 11 54.6682,-46 11 39.8988,91.8,6114,8.2777,3.9,1.22,1.8,1.4,1.9,10.89
84129,17 11 54.7177,+57 58 02.9040,70.0,6303,7.2428,5.4,1.3,1.9,1.6,2.2,14.34
84131,17 11 56.6847,-29 28 27.7729,91.8,5952,9.4195,1.4,1.13,1.11,0.8,1.2,10.89
84132,17 11 58.6452,-14 37 13.0151,81.3,5727,7.3915,7.3,1.0,2.7,2.0,3.0,12.3
84135,17 12 03.6710,-21 47 27.3681,93.0,5868,8.6697,2.9,1.09,1.6,1.2,1.7,10.81
84136,17 12 05.7624,+75 11 18.4285,200.0,6829,9.1911,7.17,1.5,1.9,1.7,2.5,5.09
84138,17 12 06.5873,+25 14 56.2325,73.0,5744,8.5886,1.8,1.0,1.4,0.98,1.4,13.79
84143,17 12 09.1761,-43 14 18.5657,23.0,6442,3.4149,20.0,1.4,3.5,3.0,4.0,44.39
84146,17 12 13.1429,+20 07 45.2937,123.0,7117,8.6822,4.3,1.6,1.4,1.3,1.9,8.1
84152,17 12 17.7089,-43 29 40.0590,98.0,5493,8.6849,4.16,0.94,2.3,1.5,2.1,10.16
84153,17 12 17.8026,+24 42 58.4644,200.0,6487,9.3188,6.1,1.4,2.0,1.7,2.3,5.1
84154,17 12 19.4584,-20 59 28.2738,150.0,5649,9.7131,3.2,1.0,1.9,1.3,1.8,6.55
84157,17 12 19.9414,-55 23 21.4685,180.0,6390,9.159,6.8,1.4,2.12,1.8,2.5,5.41
84159,17 12 20.1416,+45 19 59.9055,80.8,6044,9.3302,1.11,1.18,0.96,0.7,1.0,12.37
84160,17 12 20.3615,-25 39 13.8087,180.0,5333,8.9395,9.4,0.89,3.6,2.4,3.0,5.67
84161,17 12 20.4269,-11 36 40.8659,100.0,5868,9.8788,1.19,1.09,1.06,0.8,1.1,9.55
84163,17 12 21.9059,+02 07 26.3965,86.0,6161,8.9002,1.9,1.3,1.22,0.97,1.4,11.64
84166,17 12 22.5413,-00 46 25.4920,112.0,6403,7.8965,7.7,1.4,2.3,1.9,3.0,8.94
84167,17 12 22.8528,+13 15 03.5442,100.0,6309,8.6785,3.09,1.3,1.5,1.2,1.7,10.05
84171,17 12 23.2054,+63 21 06.1285,37.0,5638,8.2107,0.68,0.99,0.86,0.6,0.8,27.32
84172,17 12 23.4581,-22 55 30.7885,230.0,6537,7.9457,32.2,1.4,4.4,4.0,5.0,4.27
84174,17 12 25.1264,-64 59 39.0221,94.0,6470,8.9205,2.18,1.4,1.17,0.99,1.4,10.6
84178,17 12 28.6885,-21 08 34.3186,130.0,5294,9.9509,2.0,0.87,1.7,1.1,1.5,7.96
84179,17 12 29.8785,+69 18 17.2162,56.0,5185,8.5659,1.3,0.84,1.4,0.9,1.2,17.89
84180,17 12 30.2009,-80 05 54.9930,160.0,6186,9.0428,5.7,1.3,2.09,1.7,2.3,6.25
84181,17 12 31.2685,-25 13 37.3141,87.0,6157,8.418,3.08,1.3,1.5,1.2,1.7,11.46
84182,17 12 31.3838,-10 16 41.1908,43.0,6339,7.6742,1.5,1.4,1.0,0.8,1.2,23.31
84184,17 12 32.8256,-01 00 41.0527,314.0,7077,9.0513,20.0,1.6,3.0,3.0,4.0,3.18
84186,17 12 33.0356,-25 15 54.7715,260.0,6744,9.081,14.0,1.4,2.7,2.5,3.0,3.8
84194,17 12 37.0344,-17 59 13.3620,200.0,6326,9.5909,5.6,1.3,2.0,1.6,2.3,4.9
84196,17 12 39.3035,+37 12 53.3048,107.0,6062,8.3755,4.6,1.19,1.9,1.5,2.1,9.32
84197,17 12 39.2984,-56 24 09.1995,84.0,5674,8.8236,2.13,1.0,1.5,1.1,1.5,11.96
84198,17 12 39.5081,-21 36 21.7576,86.0,6673,7.1239,9.25,1.4,2.3,2.0,3.0,11.59
84199,17 12 41.1705,+08 51 12.3260,450.0,6264,9.7679,20.0,1.3,3.8,3.0,4.0,2.23
84202,17 12 44.6139,+29 54 42.4969,130.0,5927,8.4582,5.9,1.12,2.3,1.7,2.4,7.92
84204,17 12 46.4441,-41 30 33.6963,307.0,6160,10.0361,8.09,1.3,2.5,2.0,3.0,3.26
84205,17 12 46.7748,-04 11 21.0091,170.0,6267,9.5758,3.8,1.3,1.7,1.3,1.9,5.98
84208,17 12 49.8444,-58 10 21.2392,89.0,6287,8.8774,2.08,1.3,1.22,0.99,1.4,11.18
84210,17 12 51.0786,+61 51 13.4547,114.0,5683,8.9606,3.3,1.0,1.9,1.3,1.9,8.76
84211,17 12 51.1395,-02 16 01.3481,100.0,5816,9.2186,2.09,1.07,1.4,1.0,1.5,9.89
84215,17 12 53.1886,+23 08 33.7708,480.0,6025,10.1695,18.0,1.17,3.9,3.0,4.0,2.08
84217,17 12 54.3343,+00 21 07.9432,69.0,6200,6.7575,8.8,1.3,2.6,2.1,3.0,14.39
84219,17 12 54.5651,-82 23 17.2622,100.0,6955,7.4889,8.9,1.5,2.06,1.9,3.0,9.87
84220,17 12 55.1936,-12 46 26.0759,180.0,5809,9.6286,4.6,1.07,2.12,1.5,2.2,5.48
84221,17 12 55.4795,-44 35 12.1075,460.0,5776,10.3245,15.0,1.0,3.9,3.0,4.0,2.17
84222,17 12 56.1319,-29 37 11.5123,170.0,7039,9.3492,4.3,1.6,1.4,1.3,1.9,6.06
84224,17 12 56.8149,-14 20 12.4826,200.0,5367,9.9451,4.9,0.9,2.6,1.7,2.4,4.96
84227,17 12 58.5901,-16 30 52.4762,160.0,6821,8.8294,6.9,1.5,1.9,1.7,2.4,6.1
84229,17 12 59.2134,-58 35 48.3392,60.0,6596,6.9123,5.3,1.4,1.8,1.5,2.2,16.79
84230,17 12 59.3007,+07 44 57.5313,96.0,6867,6.9588,13.0,1.5,2.5,2.3,3.0,10.46
84233,17 13 04.0161,+35 58 43.1862,208.0,6530,11.7662,0.8,1.4,0.7,0.6,0.8,4.8
84235,17 13 06.0487,+36 36 25.3297,207.0,6296,10.0048,3.8,1.3,1.6,1.3,1.9,4.82
84240,17 13 10.0176,-33 50 47.8394,140.0,6064,9.9602,2.0,1.19,1.3,1.0,1.4,7.09
84242,17 13 12.8202,+34 31 14.6303,150.0,6580,9.4764,3.21,1.4,1.4,1.2,1.7,6.55
84246,17 13 17.3941,+00 40 22.0908,500.0,6172,9.0482,53.0,1.3,6.3,5.0,7.0,2.0
84247,17 13 17.5162,+01 14 59.2683,250.0,7157,9.4329,9.09,1.6,2.0,1.9,3.0,3.96
84248,17 13 18.1126,-67 11 46.9390,100.0,6335,6.0413,30.0,1.4,4.5,4.0,5.0,10.0
84250,17 13 18.7225,+33 46 06.8132,606.0,7160,9.9767,30.0,1.6,3.6,3.0,5.0,1.65
84252,17 13 21.6297,-30 32 13.7977,100.0,5733,9.7534,1.3,1.0,1.15,0.8,1.2,9.88
84253,17 13 21.7298,-00 22 53.5823,44.0,4738,10.0447,0.217,0.73,0.69,0.4,0.5,22.59
84255,17 13 23.2307,-53 06 21.1321,40.0,5592,9.0272,0.416,0.97,0.69,0.5,0.7,24.91
84256,17 13 23.8076,-18 44 32.5062,113.0,6185,9.5385,1.8,1.3,1.17,0.9,1.3,8.88
84262,17 13 30.1236,+22 44 44.6880,240.0,6974,7.74,39.0,1.5,4.3,4.0,6.0,4.1
84263,17 13 30.2562,-60 30 40.2481,84.0,6230,8.6194,2.4,1.3,1.3,1.1,1.5,11.9
84264,17 13 30.4213,+55 28 30.2075,74.0,6332,7.7086,3.8,1.4,1.6,1.3,1.9,13.47
84273,17 13 38.4842,+52 18 09.0567,140.0,7162,8.3519,7.14,1.6,1.7,1.7,2.4,7.34
84274,17 13 38.8983,+17 16 27.0404,122.0,5805,9.8423,1.7,1.06,1.3,0.9,1.3,8.21
84276,17 13 40.6417,+21 59 45.7653,114.0,6186,9.3889,2.0,1.3,1.25,0.99,1.4,8.8
84279,17 13 43.9494,+40 59 43.3398,319.0,6555,10.2036,7.5,1.4,2.13,1.8,3.0,3.13
84280,17 13 44.4127,-37 53 24.1199,216.0,5856,9.0747,10.9,1.09,3.2,2.4,3.0,4.62
84283,17 13 45.4620,+37 40 14.8336,150.0,5763,9.0572,5.6,1.0,2.4,1.7,2.4,6.46
84284,17 13 45.9901,-24 03 07.9285,100.0,6223,9.1362,2.13,1.3,1.3,1.0,1.4,9.83
84288,17 13 53.1039,-56 48 01.8183,140.0,6467,7.0841,24.0,1.4,3.9,3.0,5.0,7.32
84290,17 13 53.9646,-38 17 41.6548,100.0,6386,6.8056,17.0,1.4,3.4,3.0,4.0,9.72
84293,17 13 57.8085,+16 21 01.0301,106.0,6118,8.6056,3.8,1.23,1.7,1.4,1.9,9.41
84298,17 14 04.0133,+26 49 43.6115,130.0,6568,8.8485,4.21,1.4,1.6,1.4,1.9,7.5
84299,17 14 05.2500,-22 34 40.1477,111.0,6352,8.9575,3.0,1.4,1.4,1.2,1.7,8.98
84300,17 14 06.8489,+56 08 01.5477,86.0,6413,7.8924,4.5,1.4,1.7,1.4,2.0,11.58
84301,17 14 07.1253,-60 14 37.8054,73.0,5136,10.1474,0.8,0.83,1.13,0.7,0.98,13.64
84303,17 14 08.1314,-08 24 14.4468,30.0,4990,8.6155,0.41,0.79,0.86,0.5,0.7,33.32
84306,17 14 09.6464,+19 18 43.1204,200.0,4660,9.996,5.6,0.71,3.6,2.0,3.0,5.05
84307,17 14 10.1192,+19 10 46.3093,71.4,6495,8.016,2.9,1.4,1.3,1.1,1.6,14.01
84309,17 14 11.5843,+29 34 09.9370,67.0,5532,8.5416,1.7,0.95,1.4,0.98,1.4,14.93
84310,17 14 12.1601,-37 37 43.1415,650.0,7092,8.8226,100.0,1.6,6.7,6.0,9.0,1.53
84313,17 14 14.0634,-46 01 04.8322,140.0,6979,8.9016,4.6,1.5,1.5,1.4,2.0,7.15
84314,17 14 14.2468,-26 59 03.3168,93.0,6417,6.7326,16.0,1.4,3.19,3.0,4.0,10.72
84315,17 14 14.6136,-75 16 47.3985,37.0,4717,9.0795,0.55,0.723,1.11,0.6,0.9,26.79
84316,17 14 15.0248,+04 05 08.1234,160.0,5676,9.1526,6.24,1.0,2.6,1.8,3.0,6.08
84319,17 14 16.7024,-24 22 36.9959,700.0,6163,9.7488,57.0,1.3,6.6,5.0,7.0,1.42
84320,17 14 17.1341,-35 07 46.2286,95.0,6975,8.0173,4.8,1.5,1.5,1.4,2.0,10.52
84322,17 14 17.7745,-28 42 24.3830,34.0,4952,9.483,0.24,0.78,0.67,0.4,0.6,29.28
84323,17 14 20.0525,+14 33 09.1041,53.0,6482,7.5239,2.5,1.4,1.3,1.1,1.5,18.8
84324,17 14 20.1682,-47 08 20.4125,130.0,5755,8.9171,4.4,1.0,2.12,1.5,2.1,7.88
84325,17 14 21.3875,-62 50 39.1548,170.0,6224,8.8261,7.8,1.3,2.4,1.9,3.0,5.96
84328,17 14 23.2374,-04 09 43.1373,200.0,6809,8.0631,20.7,1.5,3.3,3.0,4.0,5.02
84333,17 14 29.1870,+43 30 42.5982,270.0,6808,9.6114,8.7,1.5,2.12,1.9,3.0,3.76
84335,17 14 30.1494,+21 31 58.1975,340.0,6435,9.6451,14.0,1.4,3.0,2.5,4.0,2.95
84341,17 14 33.9137,+30 57 20.8552,85.0,6386,8.9712,1.9,1.4,1.14,0.9,1.3,11.72
84348,17 14 42.0687,-49 20 49.3336,220.0,5021,10.3451,4.8,0.8,2.9,1.8,2.4,4.55
84350,17 14 42.2935,+50 02 16.2173,66.0,5775,9.2007,0.913,1.0,0.96,0.7,0.97,15.13
84352,17 14 43.8202,+58 23 02.2708,79.0,6459,7.9835,3.4,1.4,1.5,1.2,1.8,12.58
84353,17 14 44.2447,-01 20 50.0156,94.0,5743,9.336,1.6,1.0,1.3,0.9,1.3,10.59
84354,17 14 45.0275,-59 15 41.0525,219.0,6563,9.6039,6.3,1.4,1.9,1.7,2.4,4.56
84355,17 14 45.3213,-28 55 17.1630,140.0,6101,9.3981,3.3,1.22,1.6,1.3,1.8,7.05
84356,17 14 45.7357,-25 55 26.0334,130.0,6186,9.2404,3.0,1.3,1.5,1.2,1.7,7.94
84357,17 14 47.8949,+24 04 45.2662,140.0,6908,8.0146,10.0,1.5,2.25,2.1,3.0,7.01
84359,17 14 48.6334,-48 42 29.7323,99.0,6838,8.2373,4.3,1.5,1.5,1.4,1.9,10.09
84363,17 14 51.6800,+09 59 23.3634,78.0,6084,11.1039,0.19,1.21,0.39,0.3,0.4,12.86
84365,17 14 51.6947,-52 18 23.4445,116.0,6285,9.0522,3.06,1.3,1.5,1.2,1.7,8.64
84369,17 14 55.0072,-79 03 59.6653,470.0,5900,12.6867,2.24,1.11,1.4,1.1,1.5,2.12
84374,17 14 58.1024,-02 30 11.4472,55.0,5874,8.5487,1.13,1.1,1.0,0.8,1.1,18.26
84375,17 14 58.2537,+15 40 10.0079,215.0,5057,10.4471,3.8,0.805,2.5,1.5,2.1,4.65
84376,17 14 58.7790,+12 37 31.6524,200.0,6499,9.2833,7.0,1.4,2.08,1.8,3.0,5.02
84378,17 15 00.6181,-24 43 39.7240,430.0,5872,9.3869,32.0,1.1,5.5,4.0,6.0,2.34
84381,17 15 03.6126,-31 19 38.8874,500.0,6356,8.9425,58.0,1.4,6.3,5.0,7.0,2.02
84383,17 15 05.7246,-45 52 42.8128,130.0,6803,7.6579,12.5,1.5,2.5,2.3,3.0,7.73
84384,17 15 05.7882,+03 25 26.1064,130.0,6707,8.4132,6.14,1.4,1.8,1.6,2.3,7.89
84397,17 15 17.2437,-07 12 06.0120,58.0,6199,8.18,1.7,1.3,1.13,0.9,1.3,17.33
84399,17 15 18.2741,-78 23 56.2357,130.0,6622,7.5996,14.0,1.4,2.9,3.0,4.0,7.42
84400,17 15 18.7817,-64 10 26.3411,318.0,6666,8.9692,23.0,1.4,3.6,3.0,4.0,3.14
84403,17 15 20.4274,+40 00 51.1384,230.0,5977,10.1153,4.6,1.14,2.0,1.5,2.1,4.27
84407,17 15 22.2055,-27 58 13.1207,109.0,5289,8.7031,4.4,0.87,2.5,1.6,2.3,9.19
84411,17 15 25.2201,-06 30 31.2088,430.0,6339,8.4906,67.0,1.4,6.8,6.0,8.0,2.34
84414,17 15 27.6948,-50 51 53.0314,117.0,4886,8.5844,6.6,0.76,3.6,2.1,3.0,8.53
84416,17 15 28.0346,-24 59 33.4093,80.0,5661,10.0991,0.6,1.0,0.8,0.6,0.8,12.54
84419,17 15 30.6385,-42 46 40.7854,98.0,6050,8.6683,3.13,1.19,1.6,1.2,1.8,10.2
84421,17 15 33.9330,-75 28 55.1333,98.0,5329,8.877,3.0,0.88,2.0,1.3,1.9,10.22
84423,17 15 34.6613,-10 17 50.9802,108.0,6364,7.4327,11.3,1.4,2.8,2.3,3.0,9.25
84425,17 15 36.0778,-38 35 34.6250,30.6,5692,6.0707,4.4,1.0,2.15,1.5,2.1,32.69
84426,17 15 37.8165,+09 13 22.6073,150.0,6172,8.6604,7.7,1.3,2.4,1.9,3.0,6.5
84429,17 15 39.7969,-34 21 08.1057,190.0,6902,7.9397,21.0,1.5,3.21,3.0,4.0,5.18
84432,17 15 41.9255,+04 05 19.7780,200.0,7185,8.7168,10.7,1.6,2.11,2.1,3.0,5.09
84436,17 15 45.7861,-01 17 36.0964,99.0,6020,9.0488,2.3,1.17,1.4,1.1,1.5,10.14
84438,17 15 46.9721,-34 56 20.5962,190.0,6587,8.7886,10.0,1.4,2.4,2.1,3.0,5.19
84442,17 15 49.9245,-40 33 04.9811,73.0,6088,9.2498,1.0,1.21,0.91,0.7,1.0,13.62
84446,17 15 52.7804,+73 00 42.0310,270.0,6320,9.6604,8.6,1.3,2.4,2.0,3.0,3.64
84450,17 15 54.7106,-15 54 54.2066,150.0,6136,9.8404,2.4,1.24,1.4,1.1,1.5,6.69
84452,17 15 57.4929,-44 14 38.7172,35.0,4353,10.326,0.17,0.64,0.73,0.4,0.5,28.54
84458,17 15 59.2067,+20 24 02.2821,390.0,6179,10.8793,6.3,1.3,2.2,1.7,2.5,2.56
84459,17 15 59.7033,-16 11 45.3426,109.0,6472,7.7994,8.0,1.4,2.3,1.9,3.0,9.2
84462,17 16 02.8952,-68 19 18.0557,400.0,7124,8.9597,33.0,1.6,3.8,4.0,5.0,2.53
84463,17 16 04.0289,-41 13 27.8041,160.0,6454,9.8786,2.6,1.4,1.3,1.1,1.5,6.35
84465,17 16 04.8846,+60 42 49.7265,180.0,6762,6.9345,45.0,1.5,4.9,4.0,6.0,5.48
84466,17 16 05.3951,-42 31 26.2581,260.0,5958,9.7031,8.6,1.14,2.8,2.1,3.0,3.86
84467,17 16 07.5305,-18 40 04.4375,413.0,5649,10.6826,9.5,1.0,3.22,2.3,3.0,2.42
84468,17 16 07.6013,+23 15 36.9100,250.0,5290,9.5445,10.0,0.87,3.8,2.5,3.0,4.0
84469,17 16 08.3259,+42 36 49.7464,312.0,6456,9.9233,9.0,1.4,2.4,2.0,3.0,3.21
84471,17 16 09.4968,-47 16 59.1491,280.0,6097,9.1253,16.0,1.21,3.6,3.0,4.0,3.62
84473,17 16 09.5795,-41 38 51.4428,140.0,6300,9.2097,3.7,1.3,1.6,1.3,1.9,7.12
84479,17 16 14.2539,+02 11 10.4770,220.0,7148,6.2383,130.0,1.6,7.3,7.0,10.0,4.55
84480,17 16 15.5229,+44 45 36.4890,130.0,6561,8.6479,5.21,1.4,1.8,1.5,2.2,7.45
84486,17 16 19.3553,-22 10 15.8550,121.0,5989,9.8446,1.6,1.15,1.19,0.9,1.3,8.28
84487,17 16 20.1495,-12 10 41.1538,27.0,4073,10.4075,0.108,0.57,0.66,0.3,0.4,36.73
84492,17 16 24.4326,+46 43 14.9782,180.0,7125,9.0068,7.17,1.6,1.8,1.7,2.4,5.42
84493,17 16 27.2044,+54 32 39.3194,290.0,6690,9.413,13.0,1.4,2.7,2.4,3.0,3.42
84495,17 16 28.9228,+05 07 41.6884,160.0,6722,7.9933,14.0,1.4,2.7,2.4,3.0,6.38
84497,17 16 29.8676,-27 33 54.8792,58.0,6103,8.3493,1.5,1.22,1.09,0.9,1.2,17.1
84501,17 16 32.6168,-29 43 51.3074,340.0,5960,9.1891,24.0,1.14,4.6,3.0,5.0,2.93
84502,17 16 32.5961,-61 25 24.6664,100.0,6392,8.5082,3.7,1.4,1.6,1.3,1.8,9.94
